                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    152,                 1.6161,                 1.1847,                 1.7121,                0.86107,                      1,                0.96722,                0.67583,                 1.2412,                0.83469,                 1.3175,             0.00036797,             0.00036797,             0.00036797
                    153,                 1.6099,                 1.1828,                 1.6719,                0.99386,                0.89505,                0.96722,                0.66728,                 1.2472,                0.82539,                 1.3054,             0.00036089,             0.00036089,             0.00036089
                    154,                 1.6348,                  1.167,                 1.6783,                0.98917,                0.90636,                0.96722,                0.67798,                 1.2628,                0.81989,                 1.3095,             0.00035382,             0.00035382,             0.00035382
                    155,                 1.6215,                 1.1687,                  1.708,                0.97652,                0.90361,                0.96722,                  0.664,                 1.2756,                0.82577,                 1.3221,             0.00034675,             0.00034675,             0.00034675
                    156,                 1.6151,                 1.1988,                 1.6873,                0.94917,                0.90235,                0.97833,                0.64728,                 1.3077,                0.84291,                 1.3378,             0.00033967,             0.00033967,             0.00033967
                    157,                 1.6309,                 1.1886,                 1.6764,                0.93862,                0.89723,                0.97833,                0.64465,                 1.3195,                0.86151,                 1.3397,              0.0003326,              0.0003326,              0.0003326
                    158,                 1.6181,                 1.1793,                 1.6831,                0.92641,                0.90743,                0.97799,                0.63949,                 1.3183,                0.85447,                 1.3351,             0.00032553,             0.00032553,             0.00032553
                    159,                 1.6385,                  1.208,                 1.6971,                 0.9336,                0.91667,                0.97799,                0.62166,                  1.341,                0.86319,                 1.3539,             0.00031845,             0.00031845,             0.00031845
                    160,                  1.646,                 1.1516,                 1.6421,                0.93616,                0.91667,                0.96688,                0.61888,                 1.3691,                0.88022,                 1.3696,             0.00031138,             0.00031138,             0.00031138
                    161,                 1.6428,                 1.1937,                 1.6901,                0.91704,                0.91667,                0.97753,                0.61925,                 1.3778,                0.88219,                  1.373,             0.00030431,             0.00030431,             0.00030431
                    162,                 1.6782,                 1.1723,                 1.6683,                0.93862,                0.91403,                0.97799,                0.59796,                 1.3535,                0.86726,                 1.3634,             0.00029723,             0.00029723,             0.00029723
                    163,                 1.5959,                 1.1804,                 1.6564,                0.96021,                0.90962,                0.97753,                0.60614,                 1.3487,                0.85153,                 1.3639,             0.00029016,             0.00029016,             0.00029016
                    164,                 1.6783,                 1.2059,                 1.7046,                0.95292,                0.90476,                0.97799,                0.62133,                  1.316,                0.83684,                 1.3496,             0.00028308,             0.00028308,             0.00028308
                    165,                 1.5885,                 1.1346,                 1.6374,                0.88263,                0.99796,                0.97799,                0.65124,                 1.2704,                0.83007,                  1.331,             0.00027601,             0.00027601,             0.00027601
                    166,                 1.5683,                 1.1218,                 1.6086,                0.96403,                0.89575,                0.97302,                0.68478,                 1.2457,                0.83855,                 1.3201,             0.00026894,             0.00026894,             0.00026894
                    167,                 1.5988,                   1.15,                 1.6351,                0.96369,                0.90373,                0.96148,                0.68484,                 1.2538,                0.82143,                 1.3123,             0.00026186,             0.00026186,             0.00026186
                    168,                  1.541,                  1.111,                 1.6351,                0.97711,                 0.9046,                0.96193,                0.69277,                 1.2713,                0.81756,                 1.3212,             0.00025479,             0.00025479,             0.00025479
                    169,                  1.608,                  1.149,                  1.655,                0.97064,                0.90254,                0.96148,                0.66394,                 1.3023,                0.84259,                 1.3324,             0.00024772,             0.00024772,             0.00024772
                    170,                 1.6528,                 1.1609,                 1.6934,                0.97458,                0.91196,                0.97833,                 0.6484,                 1.2939,                0.82706,                  1.321,             0.00024064,             0.00024064,             0.00024064
                    171,                 1.5583,                  1.103,                 1.5872,                0.96762,                0.90583,                0.97833,                0.65528,                 1.2704,                0.80096,                 1.2999,             0.00023357,             0.00023357,             0.00023357
                    172,                 1.5549,                 1.1487,                 1.6279,                0.97013,                0.90504,                0.97833,                0.65374,                 1.2638,                 0.7966,                 1.2924,              0.0002265,              0.0002265,              0.0002265
                    173,                 1.5738,                 1.1218,                  1.614,                 0.9729,                0.89148,                0.96722,                0.64908,                 1.2677,                0.78153,                 1.2912,             0.00021942,             0.00021942,             0.00021942
                    174,                 1.6002,                 1.1669,                  1.656,                0.97978,                0.88226,                0.96722,                0.64264,                 1.2623,                 0.7772,                 1.2908,             0.00021235,             0.00021235,             0.00021235
                    175,                  1.589,                 1.1097,                 1.6418,                0.95095,                0.90892,                0.96722,                0.64734,                  1.254,                0.77599,                 1.2907,             0.00020528,             0.00020528,             0.00020528
                    176,                 1.5476,                 1.0858,                 1.5907,                0.94462,                0.90887,                0.97833,                0.65002,                 1.2563,                0.76725,                 1.2912,              0.0001982,              0.0001982,              0.0001982
                    177,                 1.5494,                 1.0851,                  1.604,                0.95533,                0.90956,                0.96688,                0.64772,                 1.2715,                0.76488,                 1.2968,             0.00019113,             0.00019113,             0.00019113
                    178,                  1.525,                 1.1003,                 1.5702,                0.95346,                0.90968,                0.96722,                0.62408,                 1.2985,                0.77642,                 1.3116,             0.00018406,             0.00018406,             0.00018406
                    179,                 1.5097,                 1.0646,                 1.6021,                0.95934,                0.91002,                0.96722,                0.61789,                 1.3175,                0.78372,                 1.3191,             0.00017698,             0.00017698,             0.00017698
                    180,                 1.5658,                 1.1064,                 1.6236,                0.96509,                0.91041,                0.97833,                0.63171,                 1.3028,                0.77733,                 1.3166,             0.00016991,             0.00016991,             0.00016991
                    181,                 1.5063,                 1.0768,                 1.5969,                0.96929,                 0.9114,                0.97833,                0.64336,                 1.2939,                0.77308,                 1.3141,             0.00016283,             0.00016283,             0.00016283
                    182,                  1.602,                 1.1151,                 1.6981,                0.97185,                0.91102,                0.97833,                0.66023,                 1.2882,                0.76962,                  1.314,             0.00015576,             0.00015576,             0.00015576
                    183,                  1.577,                 1.1351,                 1.6763,                0.95687,                 0.9777,                  0.995,                 0.6638,                 1.2651,                0.76975,                 1.3091,             0.00014869,             0.00014869,             0.00014869
                    184,                 1.5577,                 1.0691,                 1.6022,                0.97706,                0.91212,                0.97833,                 0.6675,                 1.2502,                0.75672,                 1.3025,             0.00014161,             0.00014161,             0.00014161
                    185,                 1.6314,                 1.1328,                 1.6868,                 0.9669,                0.91005,                0.97833,                0.67375,                 1.2427,                0.74731,                 1.3024,             0.00013454,             0.00013454,             0.00013454
                    186,                  1.531,                 1.1398,                 1.6606,                 0.9503,                0.97524,                  0.995,                0.66563,                 1.2543,                0.74166,                 1.3038,             0.00012747,             0.00012747,             0.00012747
                    187,                 1.5194,                 1.0723,                 1.5911,                0.96505,                0.90986,                0.97833,                0.65775,                 1.2618,                 0.7395,                 1.3055,             0.00012039,             0.00012039,             0.00012039
                    188,                  1.526,                 1.0834,                 1.5962,                0.95211,                0.97101,                  0.995,                 0.6597,                 1.2611,                0.73849,                 1.3064,             0.00011332,             0.00011332,             0.00011332
                    189,                 1.5949,                 1.0902,                 1.6065,                  0.963,                0.91088,                0.97833,                0.66333,                 1.2573,                0.73102,                 1.3048,             0.00010625,             0.00010625,             0.00010625
                    190,                 1.5544,                 1.1013,                 1.6212,                0.96507,                0.91144,                0.96722,                0.67926,                 1.2455,                0.72179,                 1.2977,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    191,                 1.3849,                 1.1347,                 1.4383,                 0.9659,                0.91012,                0.96722,                0.70474,                 1.2475,                0.74326,                 1.2898,             9.2099e-05,             9.2099e-05,             9.2099e-05
                    192,                 1.4493,                 1.1274,                 1.4822,                0.86311,                0.91015,                0.93779,                0.67921,                 1.2553,                 0.7798,                  1.288,             8.5026e-05,             8.5026e-05,             8.5026e-05
                    193,                 1.4176,                 1.0882,                 1.4687,                 0.8702,                0.90985,                0.93779,                0.68387,                 1.2661,                0.78745,                 1.2945,             7.7952e-05,             7.7952e-05,             7.7952e-05
                    194,                 1.4083,                 1.0522,                 1.4878,                0.87304,                0.90759,                0.93183,                0.67651,                 1.2658,                  0.796,                 1.2955,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    195,                 1.4309,                 1.1046,                 1.4663,                0.86712,                0.90476,                0.93153,                0.66594,                 1.2804,                0.80199,                 1.3042,             6.3805e-05,             6.3805e-05,             6.3805e-05
                    196,                 1.4363,                 1.0734,                  1.445,                0.87083,                0.90476,                0.93779,                0.67927,                 1.2796,                0.80656,                 1.3051,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    197,                 1.3951,                 1.0355,                 1.4404,                 0.8803,                0.91667,                0.93811,                0.67035,                 1.2689,                0.79588,                 1.3024,             4.9658e-05,             4.9658e-05,             4.9658e-05
                    198,                 1.3858,                 1.0605,                  1.453,                0.87713,                0.91667,                0.93811,                0.67209,                  1.268,                0.79393,                 1.2976,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    199,                 1.4048,                  1.045,                 1.4709,                0.87516,                0.91667,                0.93811,                0.67869,                 1.2577,                0.78451,                 1.2935,             3.5511e-05,             3.5511e-05,             3.5511e-05
                    200,                 1.4139,                 1.0369,                 1.4526,                0.87477,                0.91667,                0.93811,                0.67608,                 1.2544,                0.79463,                 1.2907,             2.8437e-05,             2.8437e-05,             2.8437e-05
